entity e1,entity e2,ddi,pair type
progesterone,Accutane,true,effect
estrogen,Accutane,false,
hormonal contraceptives,combined oral contraceptives,false,
hormonal contraceptives,Accutane,false,
Phenytoin,Accutane,false,
Accutane,phenytoin,false,
phenytoin,Accutane,false,
Systemic Corticosteroids,Systemic corticosteroids,false,
systemic corticosteroids,Accutane,false,
caffeine,8-phenyltheophylline,false,
caffeine,"8-cyclopentyl-1,3-dipropylxanthine",false,
caffeine,DPCPX,false,
theophylline,8-phenyltheophylline,false,
theophylline,"8-cyclopentyl-1,3-dipropylxanthine",false,
theophylline,DPCPX,false,
8-phenyltheophylline,"8-cyclopentyl-1,3-dipropylxanthine",false,
8-phenyltheophylline,DPCPX,false,
"8-cyclopentyl-1,3-dipropylxanthine",DPCPX,false,
theophylline,CGS 21680,true,effect
theophylline,N6-cyclopentyladenosine,false,
theophylline,CPA,false,
CGS 21680,N6-cyclopentyladenosine,false,
CGS 21680,CPA,false,
N6-cyclopentyladenosine,CPA,false,
theophylline,CGS21680,true,effect
theophylline,CGS 21680,false,
CGS21680,DPCPX,false,
CGS21680,CGS 21680,false,
CGS21680,CPA,false,
DPCPX,CGS 21680,false,
DPCPX,CPA,false,
Kerlone,cimetidine,false,
Kerlone,nifedipine,false,
Kerlone,chlorthalidone,false,
Kerlone,hydrochlorothiazide,false,
cimetidine,chlorthalidone,false,
cimetidine,hydrochlorothiazide,false,
nifedipine,chlorthalidone,false,
nifedipine,hydrochlorothiazide,false,
chlorthalidone,hydrochlorothiazide,false,
Kerlone,anticoagulant,false,
Kerlone,warfarin,false,
reserpine,beta-blocking,true,effect
beta-blockers,clonidine,true,advise
beta-blockers,beta-blocker,false,
clonidine,beta-blocker,false,
beta-blocker,clonidine,true,advise
calcium antagonists,beta-adrenergic blocking agents,true,advise
beta-adrenergic blocking agents,calcium antagonist,true,effect
calcium antagonist,dihydropyridine derivative,false,
calcium antagonist,nifedipine,false,
calcium antagonist,verapamil,false,
calcium antagonist,diltiazem,false,
dihydropyridine derivative,nifedipine,false,
dihydropyridine derivative,verapamil,false,
dihydropyridine derivative,diltiazem,false,
nifedipine,verapamil,false,
beta-blockers,epinephrine,true,effect
beta-blockers,beta-blockers,false,
epinephrine,beta-blockers,false,
guanfacine,CNS-depressant drug,true,effect
guanfacine,phenobarbital,true,mechanism
guanfacine,phenytoin,true,mechanism
TCAs,guanfacine,true,effect
Noncardioselective beta-blockers,nadolol,false,
Noncardioselective beta-blockers,timolol,false,
Noncardioselective beta-blockers,guanfacine,true,effect
nadolol,timolol,false,
nadolol,guanfacine,true,effect
timolol,guanfacine,true,effect
guafacine,cardioselective beta-blocker,false,
Anticoagulants,anticoagulants,false,
Anticoagulants,guanfacine,false,
anticoagulants,guanfacine,false,
guanfacine,diuretics,false,
cardiac glycosides,sedatives,false,
cardiac glycosides,hypnotics,false,
cardiac glycosides,coronary vasodilators,false,
cardiac glycosides,hypoglycemics,false,
cardiac glycosides,NSAIDs,false,
cardiac glycosides,antihyperlipidemics,false,
cardiac glycosides,antigout drugs,false,
cardiac glycosides,contraceptives,false,
cardiac glycosides,bronchodilators,false,
cardiac glycosides,insulin,false,
cardiac glycosides,beta blockers,false,
sedatives,coronary vasodilators,false,
sedatives,hypoglycemics,false,
sedatives,NSAIDs,false,
sedatives,antihyperlipidemics,false,
sedatives,antigout drugs,false,
sedatives,contraceptives,false,
sedatives,bronchodilators,false,
sedatives,insulin,false,
sedatives,beta blockers,false,
hypnotics,coronary vasodilators,false,
hypnotics,hypoglycemics,false,
hypnotics,NSAIDs,false,
hypnotics,antihyperlipidemics,false,
hypnotics,antigout drugs,false,
hypnotics,contraceptives,false,
hypnotics,bronchodilators,false,
hypnotics,insulin,false,
hypnotics,beta blockers,false,
coronary vasodilators,hypoglycemics,false,
coronary vasodilators,NSAIDs,false,
coronary vasodilators,antihyperlipidemics,false,
coronary vasodilators,antigout drugs,false,
coronary vasodilators,contraceptives,false,
coronary vasodilators,bronchodilators,false,
coronary vasodilators,insulin,false,
coronary vasodilators,beta blockers,false,
hypoglycemics,NSAIDs,false,
hypoglycemics,antihyperlipidemics,false,
hypoglycemics,antigout drugs,false,
hypoglycemics,contraceptives,false,
hypoglycemics,bronchodilators,false,
hypoglycemics,insulin,false,
hypoglycemics,beta blockers,false,
NSAIDs,antihyperlipidemics,false,
NSAIDs,antigout drugs,false,
NSAIDs,contraceptives,false,
NSAIDs,bronchodilators,false,
NSAIDs,insulin,false,
NSAIDs,beta blockers,false,
antihyperlipidemics,antigout drugs,false,
antihyperlipidemics,contraceptives,false,
antihyperlipidemics,bronchodilators,false,
antihyperlipidemics,insulin,false,
antihyperlipidemics,beta blockers,false,
antigout drugs,contraceptives,false,
antigout drugs,bronchodilators,false,
antigout drugs,insulin,false,
antigout drugs,beta blockers,false,
contraceptives,bronchodilators,false,
contraceptives,insulin,false,
contraceptives,beta blockers,false,
bronchodilators,insulin,false,
bronchodilators,beta blockers,false,
insulin,beta blockers,false,
T.A.,SSRIs,true,advise
anticholinergic,sympathomimetic drugs,false,
desipramine hydrochloride,psychotropic agents,true,effect
desipramine hydrochloride,tranquilizers,true,effect
desipramine hydrochloride,sedative,true,effect
desipramine hydrochloride,hypnotics,true,effect
desipramine hydrochloride,desipramine,false,
desipramine hydrochloride,benzodiazepines,false,
desipramine hydrochloride,chlordiazepoxide,false,
desipramine hydrochloride,diazepam,false,
psychotropic agents,tranquilizers,false,
psychotropic agents,sedative,false,
psychotropic agents,hypnotics,false,
psychotropic agents,desipramine,false,
psychotropic agents,benzodiazepines,false,
psychotropic agents,chlordiazepoxide,false,
psychotropic agents,diazepam,false,
tranquilizers,sedative,false,
tranquilizers,hypnotics,false,
tranquilizers,desipramine,false,
tranquilizers,benzodiazepines,false,
sedative,hypnotics,false,
sedative,desipramine,false,
sedative,benzodiazepines,false,
sedative,chlordiazepoxide,false,
sedative,diazepam,false,
hypnotics,desipramine,false,
hypnotics,chlordiazepoxide,false,
hypnotics,diazepam,false,
desipramine,benzodiazepines,true,effect
desipramine,chlordiazepoxide,true,effect
desipramine,diazepam,true,effect
benzodiazepines,chlordiazepoxide,false,
benzodiazepines,diazepam,false,
major tranquilizers,desipramine,true,effect
cimetidine,tricyclic antidepressants,false,
tricyclic antidepressants,tricyclic antidepressants,false,
tricyclic antidepressants,fluoxetine,true,mechanism
methamphetamine,METH,false,
METH,SCH-23390,true,effect
METH,atypical neuroleptic,false,
METH,clozapine,false,
SCH-23390,atypical neuroleptic,false,
SCH-23390,clozapine,false,
atypical neuroleptic,clozapine,false,
Theophylline,ceftibuten,false,
ceftibuten,theophylline,false,
Antacids,H 2 -receptor antagonists,false,
Antacids,ceftibuten,false,
H 2 -receptor antagonists,ceftibuten,false,
antacid,ceftibuten,false,
ranitidine,ceftibuten,true,mechanism
ceftibuten,ceftibuten,false,
FLEXERIL,MAO inhibitors,true,int
FLEXERIL,alcohol,true,effect
FLEXERIL,barbiturates,true,effect
FLEXERIL,CNS depressants,true,effect
barbiturates,CNS depressants,false,
Tricyclic antidepressants,guanethidine,true,effect
Tricyclic antidepressants,tramadol,true,effect
levofloxacin,oxycodone,false,
trovafloxacin,ciprofloxacin,false,
trovafloxacin,opiate,true,mechanism
trovafloxacin,morphine,true,mechanism
ciprofloxacin,opiate,true,mechanism
ciprofloxacin,morphine,true,mechanism
opiate,morphine,false,
oxycodone,levofloxacin,false,
levofloxacin,levofloxacin,false,
thiazides,diuretics,false,
thiazides,phenothiazines,false,
thiazides,estrogens,false,
thiazides,contraceptives,false,
thiazides,phenytoin,false,
thiazides,nicotinic acid,false,
thiazides,calcium channel-blocking drugs,false,
thiazides,isoniazid,false,
diuretics,corticosteroids,false,
diuretics,phenothiazines,false,
diuretics,thyroid products,false,
diuretics,phenytoin,false,
diuretics,nicotinic acid,false,
diuretics,sympathomimetics,false,
diuretics,calcium channel-blocking drugs,false,
corticosteroids,phenothiazines,false,
corticosteroids,phenytoin,false,
corticosteroids,nicotinic acid,false,
corticosteroids,calcium channel-blocking drugs,false,
phenothiazines,thyroid products,false,
phenothiazines,estrogens,false,
phenothiazines,contraceptives,false,
phenothiazines,phenytoin,false,
phenothiazines,nicotinic acid,false,
phenothiazines,sympathomimetics,false,
phenothiazines,calcium channel-blocking drugs,false,
thyroid products,estrogens,false,
thyroid products,contraceptives,false,
thyroid products,phenytoin,false,
thyroid products,nicotinic acid,false,
thyroid products,calcium channel-blocking drugs,false,
thyroid products,isoniazid,false,
estrogens,phenytoin,false,
estrogens,nicotinic acid,false,
estrogens,sympathomimetics,false,
estrogens,calcium channel-blocking drugs,false,
contraceptives,phenytoin,false,
contraceptives,nicotinic acid,false,
contraceptives,sympathomimetics,false,
contraceptives,calcium channel-blocking drugs,false,
contraceptives,isoniazid,false,
phenytoin,nicotinic acid,false,
phenytoin,sympathomimetics,false,
phenytoin,calcium channel-blocking drugs,false,
phenytoin,isoniazid,false,
nicotinic acid,sympathomimetics,false,
nicotinic acid,calcium channel-blocking drugs,false,
nicotinic acid,isoniazid,false,
sympathomimetics,calcium channel-blocking drugs,false,
sympathomimetics,isoniazid,false,
calcium channel-blocking drugs,isoniazid,false,
Acarbose,sulfonylureas,false,
Acarbose,insulin,false,
sulfonylureas,insulin,false,
Intestinal adsorbents,charcoal,false,
Intestinal adsorbents,digestive enzyme preparations,false,
Intestinal adsorbents,amylase,false,
Intestinal adsorbents,pancreatin,false,
Intestinal adsorbents,Acarbose,true,mechanism
charcoal,digestive enzyme preparations,false,
charcoal,amylase,false,
charcoal,pancreatin,false,
charcoal,Acarbose,true,mechanism
digestive enzyme preparations,amylase,false,
digestive enzyme preparations,pancreatin,false,
digestive enzyme preparations,Acarbose,false,
amylase,pancreatin,false,
amylase,Acarbose,true,mechanism
pancreatin,Acarbose,true,mechanism
Acarbose,digoxin,true,mechanism
Acarbose,digoxin,false,
Acarbose,nifedipine,false,
Acarbose,propranolol,false,
Acarbose,ranitidine,false,
digoxin,propranolol,false,
digoxin,ranitidine,false,
nifedipine,propranolol,false,
nifedipine,ranitidine,false,
propranolol,ranitidine,false,
Acarbose,sulfonylurea,false,
Acarbose,glyburide,false,
sulfonylurea,glyburide,false,
metformin,Acarbose,false,
metformin,Acarbose,true,mechanism
Acarbose,metformin,true,mechanism
Acarbose,metformin,false,
Cyclopentolate,carbachol,true,effect
Cyclopentolate,pilocarpine,true,effect
carbachol,pilocarpine,false,
Exemestane,ketoconazole,false,
Exemestane,exemestane,false,
ketoconazole,exemestane,false,
rifampicin,phenytoin,false,
rifampicin,carbamazepine,false,
rifampicin,phenobarbital,false,
rifampicin,exemestane,true,mechanism
phenytoin,exemestane,true,mechanism
carbamazepine,exemestane,true,mechanism
phenobarbital,exemestane,true,mechanism
Amiodarone,desethylamiodarone,false,
amiodarone,amiodarone,false,
Protease Inhibitors,Protease inhibitors,false,
amiodarone,indinavir,true,mechanism
indinavir,amiodarone,false,
amiodarone,protease inhibitor,false,
amiodarone,protease inhibitor,true,advise
Histamine H2 antagonists,Cimetidine,true,mechanism
Histamine H2 antagonists,amiodarone,false,
Cimetidine,amiodarone,false,
Amiodarone,CYP1A2,false,
Amiodarone,CYP2C9,false,
Amiodarone,CYP2D6,false,
Amiodarone,CYP3A4,false,
CYP1A2,CYP2C9,false,
CYP1A2,CYP2D6,false,
CYP1A2,CYP3A4,false,
CYP2C9,CYP2D6,false,
CYP2C9,CYP3A4,false,
CYP2D6,CYP3A4,false,
Immunosuppressive,Cyclosporine,false,
Immunosuppressive,CYP3A4,false,
Immunosuppressive,amiodarone,false,
Immunosuppressive,cyclosporine,false,
Cyclosporine,CYP3A4,false,
Cyclosporine,amiodarone,false,
CYP3A4,amiodarone,false,
CYP3A4,cyclosporine,false,
HMG-CoA Reductase Inhibitors,Simvastatin,false,
HMG-CoA Reductase Inhibitors,CYP3A4,false,
HMG-CoA Reductase Inhibitors,amiodarone,false,
Simvastatin,CYP3A4,false,
Simvastatin,amiodarone,false,
Cardiac glycosides,digoxin,false,
Cardiac glycosides,amiodarone,false,
amiodarone,digitalis,true,advise
Antiarrhythmics,antiarrhythmic,false,
Antiarrhythmics,procainamide,false,
Antiarrhythmics,disopyramide,false,
Antiarrhythmics,phenytoin,false,
Antiarrhythmics,amiodarone,false,
antiarrhythmic,quinidine,false,
antiarrhythmic,procainamide,false,
antiarrhythmic,disopyramide,false,
antiarrhythmic,phenytoin,false,
antiarrhythmic,amiodarone,false,
quinidine,phenytoin,false,
quinidine,amiodarone,false,
procainamide,disopyramide,false,
procainamide,phenytoin,false,
procainamide,amiodarone,false,
disopyramide,phenytoin,false,
phenytoin,amiodarone,false,
Amiodarone,procainamide,false,
procainamide,procainamide,false,
Quinidine,amiodarone,false,
flecainide,amiodarone,false,
flecainide,drugs,false,
amiodarone,antiarrhythmic,false,
Antihypertensives,Amiodarone,false,
Antihypertensives,receptor,false,
Antihypertensives,propranolol,false,
Antihypertensives,CYP3A4,false,
Antihypertensives,calcium channel,false,
Antihypertensives,verapamil,false,
Antihypertensives,diltiazem,false,
Amiodarone,receptor,false,
Amiodarone,propranolol,false,
Amiodarone,calcium channel,false,
Amiodarone,verapamil,false,
Amiodarone,diltiazem,false,
receptor,propranolol,false,
receptor,CYP3A4,false,
receptor,calcium channel,false,
receptor,verapamil,false,
receptor,diltiazem,false,
propranolol,CYP3A4,false,
propranolol,calcium channel,false,
propranolol,verapamil,false,
propranolol,diltiazem,false,
CYP3A4,calcium channel,false,
CYP3A4,verapamil,false,
CYP3A4,diltiazem,false,
calcium channel,verapamil,false,
calcium channel,CYP3A4,false,
calcium channel,diltiazem,false,
verapamil,CYP3A4,false,
diltiazem,CYP3A4,false,
Anticoagulants,CYP2C9,false,
Anticoagulants,CYP3A4,false,
Anticoagulants,anticoagulant,false,
Anticoagulants,amiodarone,false,
warfarin,CYP2C9,false,
warfarin,CYP3A4,false,
warfarin,anticoagulant,false,
warfarin,amiodarone,false,
CYP2C9,anticoagulant,false,
CYP2C9,amiodarone,false,
CYP3A4,anticoagulant,false,
anticoagulant,amiodarone,false,
amiodarone,anticoagulant,false,
drugs,amiodarone,false,
drugs,CYP3A4,false,
amiodarone,CYP3A4,false,
Antibiotics,Rifampin,false,
Antibiotics,CYP3A4,false,
Rifampin,CYP3A4,false,
rifampin,amiodarone,false,
rifampin,desethylamiodarone,false,
amiodarone,desethylamiodarone,false,
amiodarone,Fentanyl,false,
Fentanyl,CYP3A4,false,
Fentanyl,amiodarone,false,
amiodarone,lidocaine,false,
amiodarone,anesthesia,false,
lidocaine,CYP3A4,false,
lidocaine,anesthesia,false,
CYP3A4,anesthesia,false,
lidocaine,amiodarone,false,
Dextromethorphan,CYP2D6,false,
Dextromethorphan,CYP3A4,false,
Cholestyramine,amiodarone,false,
Cholestyramine,t1,false,
amiodarone,t1,false,
Fluoroquinolones,macrolide antibiotics,false,
amiodarone,fluoroquinolones,false,
amiodarone,macrolide antibiotics,false,
fluoroquinolones,macrolide antibiotics,false,
Cordarone,phenytoin,false,
Cordarone,dextromethorphan,false,
Cordarone,methotrexate,false,
phenytoin,dextromethorphan,false,
phenytoin,methotrexate,false,
dextromethorphan,methotrexate,false,
antifungal agents,ketoconazole,false,
antifungal agents,itraconazole,false,
Nafazodone,fluvoxamine,false,
Nafazodone,cimetidine,false,
Nafazodone,Xanax,true,advise
fluvoxamine,cimetidine,false,
fluvoxamine,Xanax,true,advise
cimetidine,Xanax,true,advise
Fluoxetine,OCs,false,
Fluoxetine,sertraline,false,
Fluoxetine,diltiazem,false,
Fluoxetine,macrolide antibiotics,false,
OCs,sertraline,false,
OCs,diltiazem,false,
OCs,macrolide antibiotics,false,
sertraline,diltiazem,false,
sertraline,macrolide antibiotics,false,
diltiazem,macrolide antibiotics,false,
calcium,L-lysine,true,mechanism
L-lysine,calcium,false,
sympathomimetic amines,monoamine oxidase inhibitors,true,effect
DIDREX,CNS stimulants,true,advise
Amphetamines,tricyclic antidepressants,true,effect
Urinary acidifying,amphetamines,true,mechanism
labetalol HCl,tricyclic antidepressants,true,effect
labetalol HCl,labetalol HCl,false,
tricyclic antidepressants,labetalol HCl,false,
Cimetidine,labetalol HCl,true,mechanism
halothane,labetalol HCl,true,effect
labetalol HCl,halothane,true,effect
labetalol HCl,halothane,false,
halothane,halothane,false,
Labetalol HCl,nitroglycerin,true,effect
labetalol HCl,nitroglycerin,true,effect
labetalol,calcium antagonist,true,advise
labetalol,verapamil,false,
Labetalol HCl,amphetamine,false,
labetalol,amphetamine,false,
Angiomax,heparin,true,effect
Angiomax,warfarin,true,effect
Angiomax,thrombolytics,true,effect
heparin,thrombolytics,false,
warfarin,thrombolytics,false,
Angiomax,dextran,false,
Angiomax,bivalirudin,false,
trimethyl lead,TML,false,
alcohol,ethanol,false,
lead,alcohol,true,effect
miconazole,miconazole,false,
antifungal drug,miconazole nitrate,false,
anesthetic solutions,epinephrine,false,
anesthetic solutions,norepinephrine,false,
anesthetic solutions,monoamine oxidase inhibitors,false,
anesthetic solutions,tricyclic antidepressants,false,
epinephrine,norepinephrine,false,
epinephrine,monoamine oxidase inhibitors,true,effect
epinephrine,tricyclic antidepressants,true,effect
norepinephrine,monoamine oxidase inhibitors,true,effect
norepinephrine,tricyclic antidepressants,true,effect
